,Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
16,24723.0,592.8479999999998,218.61896676330687,144.2485864107342,1.5155709473700496,0.7514260243458136,25152.0,177.4212537000216,0.7376476906552094,0.9829437022900763,0.8839431093743862,0.8115547169889931,0.00884273618748966,0.0023661248495975965,0.6586210586670848,0.9981869418419386
17,24761.0,576.546,210.82770101965326,150.2609306372635,1.4030773011023112,0.7014495531598554,25024.0,177.55755226739123,0.8046600805927466,0.9894900895140665,0.936073859334678,0.8421927071663101,0.008514506725077874,0.002642318473854308,0.7092885560041182,0.9951866728610137
18,25098.0,588.53,220.77906135779588,145.40434459378466,1.5183800867476496,0.7524961701287408,25438.0,178.76175791752303,0.7797800285838563,0.9866341693529366,0.9105667079783005,0.8096861940536139,0.008796679470786353,0.0023321982607646015,0.6555917328410266,0.9954374321821998
19,25145.0,599.0409999999999,221.51290068249517,144.94095985810304,1.5282974591816967,0.7562152897272254,25561.0,178.9290595525659,0.7592089371980676,0.9837252063690779,0.880538619797461,0.8077590921398898,0.008809421383276802,0.002313420434965144,0.652474750934659,0.9971755040336497
20,25148.0,585.4979999999999,207.37326862419698,155.4842350658638,1.33372536795356,0.661687715906433,25433.0,178.9397330695446,0.7144318181818182,0.988794086423151,0.9218547204757516,0.8628871708330942,0.008246113751558651,0.002819974183400826,0.7445742695883416,0.9930575916754638
21,25172.0,596.596,222.1323266394931,144.87737586270046,1.5332437195025312,0.758036586773108,25527.0,179.02509829650566,0.7043483127203537,0.9860931562659145,0.8887240086054121,0.8059389689239254,0.008824579955485981,0.0022965844854891783,0.64953762163016,0.9958994789450543
22,25216.0,587.728,221.29220919385085,145.43524740195755,1.5215858132536326,0.7537083228525979,25496.0,179.1814955849009,0.814470284237726,0.9890178851584562,0.9173462646556493,0.8097053946799311,0.008775864895060709,0.0023269005512402026,0.6556228261737831,0.9975863911512809
23,25223.0,574.473,205.419705895493,156.45382793162824,1.3129733456266937,0.6480120481816698,25498.0,179.20636438713612,0.7759729272419628,0.9892148403796376,0.9604336334798618,0.8723913005615299,0.008144142484854814,0.0029098488509992863,0.7610665812954378,0.9992601354881411
24,25546.0,589.1209999999999,215.43500841267883,151.28062131051763,1.4240753808809279,0.7119698655688872,25887.0,180.3501522311652,0.7161359049114151,0.9868273650867231,0.9249617289732548,0.8371441278740247,0.008433218837104784,0.002554900985529109,0.7008102908339616,0.9980066818446478
25,25647.0,601.2939999999999,227.32440764525978,144.1781008157849,1.5766916498346042,0.7731366995006539,25994.0,180.70632142739976,0.692338840298024,0.9866507655612834,0.8914001345142236,0.794927052925141,0.008863586682468116,0.0021832243553110454,0.6319090194722501,0.996325674457069
26,25665.0,594.833,226.61096497855692,144.6611191952687,1.5664953115195344,0.769731568141447,25962.0,180.76972344844683,0.7956659226190477,0.9885602033741623,0.9115091324238023,0.7977095171257585,0.008829571984358344,0.0022054565603078953,0.636340473713011,0.9968243686015512
27,25671.0,589.97,221.56282573285054,147.79683897728552,1.4991039542253126,0.7449993887891336,25955.0,180.79085251443547,0.7798942763397739,0.9890579849739934,0.9268144453847973,0.8159800811189514,0.008630860727390851,0.002360217905006715,0.6658234927828907,0.9981386308469401
28,25690.0,601.9189999999999,221.98279622362242,148.08004013237655,1.4990730420195746,0.7449870720468919,26058.0,180.85774493851883,0.79260767616932,0.9858776575331952,0.8910413603447841,0.8147376644283967,0.00864082507682454,0.0023485842879033035,0.6637974618382385,0.9950808804027208
29,25719.0,594.694,223.4502302264496,147.27768942782518,1.5172035295675486,0.7520488675947473,26050.0,180.95979622845414,0.7170458347273335,0.9872936660268714,0.91385402461858,0.809843856706101,0.008688138350108853,0.0023052161794082583,0.655847072244612,0.9950534928660684
30,25856.0,594.783,216.58370218991095,152.61578012620524,1.41914356438638,0.7095547149622585,26256.0,181.4411245243822,0.7566871524729295,0.9847653869591713,0.918447019080167,0.8377413567586259,0.00837653551167663,0.002544977926125655,0.7018105808237836,0.9959699691943396
31,25878.0,585.837,207.50476988231026,159.3829129105811,1.3019260728327073,0.6403385830495412,26154.0,181.51829918401214,0.7363419075802413,0.9894471208992889,0.9475169292242794,0.8747668754167108,0.00801857832453475,0.0028963194173411127,0.7652170863263152,0.9962560760653064
32,25919.0,602.036,230.24214179730754,143.53294929304496,1.6041065339445661,0.7819030952152658,26196.0,181.66203720092616,0.7607795943526373,0.9894258665445106,0.8986346959930953,0.7890042881934767,0.008883141394240037,0.002123556360630972,0.622527766787695,0.9986008582660605
33,25929.0,597.772,224.6099506176916,147.28940741792007,1.5249565773618847,0.7549725652244266,26208.0,181.69707800467796,0.7031783912784075,0.9893543956043956,0.9118522931401807,0.8089449176450085,0.008662499541736727,0.0022882253395759902,0.6543918797836898,0.9979192012483457
34,25940.0,600.063,225.86060995393504,146.52423973974655,1.5414556004870197,0.7610122866195308,26262.0,181.73561508529394,0.6901322265676962,0.9877389383900693,0.9052866957477654,0.804636165298409,0.008707039705240364,0.0022513783310230367,0.6474393585061285,0.9979990251449953
35,26044.0,595.703,221.9204490171667,149.88918352914726,1.4805634655686302,0.7374346132802143,26333.0,182.09956261090406,0.7422480620155039,0.9890251775338929,0.9222697754686336,0.8205623385198617,0.0085209817622933,0.0023829543315340225,0.6733225513971843,0.9968967701421273
36,26144.0,624.429,239.0307309852512,139.82744598668145,1.7094693341392995,0.8110499833906774,26560.0,182.44882750392256,0.8084106369820655,0.9843373493975903,0.8425889702419609,0.7632860710080835,0.00914285231736732,0.001914303599844546,0.5826056261949571,0.9959464518773032
37,26148.0,599.1179999999999,218.27228571347578,152.9530950157539,1.4270537362515883,0.7134123643331971,26484.0,182.4627841937501,0.7405267629566695,0.987313094698686,0.915426762158009,0.8359411438668283,0.00834757096961434,0.0025144481659607975,0.6987975960093815,0.9972217202688161
38,26210.0,607.8589999999999,223.42999397603037,149.87021125640746,1.4908232403420862,0.7416651276677673,26556.0,182.67897653399694,0.7272475027746947,0.9869709293568308,0.8913970293281199,0.8176116969935325,0.008524608698055337,0.0023498633053060888,0.6684888870606441,0.9965987687404245
39,26264.0,599.4789999999999,221.74025965989955,151.20124570911165,1.4665240264388715,0.7314598628704112,26596.0,182.86706483925505,0.8006828851899275,0.9875169198375695,0.9183807783109237,0.8246904063327635,0.008442745189609333,0.002408946830267022,0.6801142662972987,0.9974039122488332
40,26439.0,604.9229999999999,228.28488086077698,147.90013090501884,1.5435069561052726,0.7617464294067176,26738.0,183.47528531999333,0.7696495109455054,0.9888174134191039,0.9079348666933303,0.8037119437265253,0.00863439921558217,0.002222355726526107,0.6459528884886695,0.9970327766985548
41,26442.0,602.609,219.86247702658554,153.36901421104355,1.4335521301848078,0.7165186496177212,26771.0,183.4856943793907,0.7136842105263158,0.987710582346569,0.915024953319619,0.8345475629168129,0.008314895886339367,0.0024879460079248257,0.6964696347703917,0.9984255285341301
42,26496.0,604.717,220.77369625531452,153.57785531872622,1.4375360028119555,0.7183956379259872,26830.0,183.67295657581948,0.7310451385056836,0.9875512486023108,0.9105123136605606,0.8319512681592749,0.008332340589346109,0.0024622850528784167,0.6921429125918259,0.9949803559418781
43,26529.0,600.701,222.45141095189197,152.32616860311012,1.4603624117369816,0.7287672100773483,26852.0,183.78730065561965,0.7253711754573046,0.9879711008490988,0.9238767414429945,0.8261907617001631,0.008385216591348787,0.0024099908050990533,0.6825911747186959,0.9968304941425741
44,26651.0,615.371,233.18112475052666,146.10464927098303,1.5959870265185145,0.7793639353705245,26978.0,184.20941101566123,0.6746917799549379,0.9878790125287271,0.8844011969468396,0.789984228838167,0.00874943246972071,0.002102002997037014,0.6240750818130336,0.9960157341470822
45,26707.0,606.6669999999999,228.24359578130617,149.41761271723,1.5275548285813723,0.75593993063057,26985.0,184.4028430400193,0.7861474155186624,0.989697980359459,0.9118727269537426,0.8079212142131983,0.00854620870113851,0.0022461011205047706,0.6527366883757285,0.9970910801205587
46,26816.0,609.169,227.9826046575322,150.45168201812467,1.5153210758392683,0.7513304730112004,27176.0,184.77876401691327,0.6983333333333334,0.9867530173682661,0.9080887014008818,0.8104950125229147,0.008501737942181242,0.002263022457141838,0.6569021653245196,0.9954176958806962
47,26917.0,606.429,218.76789773723678,157.41984546720255,1.389709773173521,0.6944150372748981,27369.0,185.12641309558282,0.7442625670519272,0.9834849647411305,0.9197643991670968,0.8462229376905156,0.008127499265788787,0.002570844887469154,0.7160932602735663,0.9951618023058648
48,26928.0,603.535,215.1376235455015,160.09150062282987,1.3438416324946472,0.6680289299501949,27225.0,185.16423645139594,0.7499791115443531,0.9890909090909091,0.9289857267662719,0.8606780785241582,0.007989365104928012,0.0027043008060541676,0.7407667548520371,0.9954732051381237
49,26935.0,613.773,222.18346484066646,154.80813387280216,1.4352182878402444,0.7173061538525557,27298.0,185.18830183745843,0.7342037834596303,0.9867023225144699,0.8984859376378385,0.8334927262488312,0.008248875620592778,0.0024557365528163804,0.694710124709709,0.9970606757311512
50,26953.0,608.884,223.07800556957366,153.96337770084867,1.4489030372080751,0.7236402983530651,27232.0,185.25016990342232,0.7762960829493087,0.9897547003525264,0.9135826670644184,0.8304277664238235,0.008276555692114928,0.0024279338622229213,0.6896102752476605,0.999178422296232
51,26972.0,595.9110000000001,216.84242866123213,158.69870675306333,1.366378044898885,0.6814530018059208,27237.0,185.31545267623207,0.743235050978231,0.9902705878033558,0.9544654463212356,0.854608822730657,0.008039538360567705,0.002645333078845483,0.7303562398890795,0.9979427311393415
52,27043.0,611.748,228.0243962503491,151.47803767135548,1.5053297478349137,0.7474604810477428,27374.0,185.55920081815668,0.7188463583200425,0.987908234090743,0.9080706016354094,0.8137690697552833,0.00843191939689935,0.0022809245764315185,0.6622200988903791,0.9968596144738661
53,27100.0,618.0029999999999,219.81750839753494,157.64870673217018,1.394350216719402,0.6968880387581313,27496.0,185.75465448360347,0.7983502724996318,0.98559790514984,0.8916573385691847,0.8450403056505873,0.008111347173340772,0.0025514228943691185,0.7140931181740381,0.9956958940838037
54,27166.0,639.6969999999999,231.71968605081562,149.74182923801055,1.5474613020955121,0.7631514143949896,27700.0,185.98071263514242,0.7105380168963984,0.9807220216606498,0.8342321682710021,0.8026107570090409,0.008529768315203402,0.0021834180795248788,0.6441840272666258,0.9968498536231436
55,27172.0,621.925,239.37717502598156,145.47228406351508,1.645517402624038,0.7941578062661129,27568.0,186.00124975263967,0.7738664843928001,0.9856355194428322,0.8827860064052632,0.7770216593643543,0.008809700243853288,0.0019809494516358456,0.6037626591213348,0.9935019626387211
56,27266.0,606.522,221.94584539118176,157.09848664249512,1.4127815622836524,0.7063893281886816,27559.0,186.3227023922446,0.7207888336681822,0.9893682644508146,0.9314041692292212,0.839496238660602,0.008140022203153442,0.002493907669255098,0.7047539347252985,0.9956633649267582
57,27278.0,604.2529999999999,220.72924706701087,158.02007275577535,1.3968430922579969,0.6982028064899273,27581.0,186.36369899013533,0.7969964354584235,0.9890141764258004,0.938825243407727,0.8443090413548933,0.00809184130313846,0.0025364883938002463,0.7128577573136189,0.995750434066056
58,27291.0,612.194,229.6139292856344,151.7313612055246,1.51329248918169,0.7505525327572959,27618.0,186.40810179648128,0.743461915658712,0.9881598957201825,0.9150633802894207,0.8118327245059855,0.008413540335115401,0.0022543677231596526,0.6590723725788113,0.9973692712506717
59,27322.0,613.4399999999999,233.17756207888664,149.6336025414194,1.5583235190393936,0.766942964248531,27682.0,186.51394275295914,0.8168500358765846,0.9869951593092985,0.9123850671214612,0.7998794613431087,0.008534425081578458,0.0021550245150615084,0.6398071526785417,0.9970265336685997
60,27324.0,614.317,222.36952106696074,156.863528882334,1.4175986135933731,0.708791242954529,27649.0,186.5207691393738,0.7946950527877149,0.9882455061665884,0.9098484786592105,0.8387874752098242,0.00813824919729764,0.0024849548057594303,0.7035644285688716,0.9973719585128461
61,27332.0,626.434,234.39229223718652,149.6996444726365,1.5657504936829088,0.7694796239334386,27859.0,186.54807218704102,0.7198693636746734,0.9810833123945583,0.8752470055801118,0.7958797211568248,0.008575746093852865,0.002122469378986198,0.6334245305486653,0.9917847714174376
62,27378.0,601.0459999999999,213.3284849937898,163.72963141447667,1.3029314434462698,0.6410488374361348,27718.0,186.7049872278705,0.7468085106382979,0.9877336027130384,0.9523490670849127,0.8751995179326646,0.00779196745539447,0.0028200393722134045,0.7659741961895684,0.9980118650838705
63,27381.0,610.7209999999999,220.244385107258,158.64460750781961,1.3882878754413517,0.6936505276278605,27756.0,186.7152162369031,0.7472572457835271,0.9864894076956334,0.9225150538536677,0.8477637972290356,0.008043693988797269,0.0025629183418693475,0.7187034558921935,0.9977672938529306
64,27503.0,607.354,225.34575806386638,155.75691475267325,1.44677851652168,0.7226723173343051,27755.0,187.13072222072776,0.7873296690713386,0.9909205548549811,0.9369278332598582,0.8304159964160146,0.008193497366246097,0.002403432375281641,0.6895907271036026,0.9976850491660566
65,27606.0,624.0039999999999,238.28619912397627,148.17351221086838,1.6081565157534157,0.783152236129051,27973.0,187.4808013423212,0.6980025284450063,0.9868802059128445,0.8909197785539175,0.7867883328181257,0.008631681486777378,0.0020403600608591217,0.6190358806587256,0.9955065849664833
66,27677.0,618.878,233.85045155403256,151.018623397364,1.5484875063303907,0.7635138482377534,27936.0,187.72173789850524,0.6956117422338394,0.9907288087056129,0.9080688720096108,0.8027426787120443,0.008449270208260742,0.002164234795863156,0.6443958082257883,0.9978388581693077
67,27725.0,618.0569999999999,229.51628110371087,154.34914491614316,1.4869941859956886,0.7400993158060943,28114.0,187.88444953689591,0.7434969160632877,0.9861634772711105,0.9120619959156336,0.8186105518675475,0.008278314918077938,0.0022931425865821797,0.6701232356288906,0.9964693552807792
68,27755.0,612.78,222.3813023189943,159.5703025357872,1.393625873894175,0.6965042222279639,28095.0,187.98607279297167,0.7415174993320865,0.9878982025271401,0.9288421843194404,0.8453321877003649,0.008012296966996731,0.002523750534669292,0.7145865075622849,0.9958662460744756
69,27784.0,623.4770000000001,234.08841607751958,151.46296117347367,1.5455159087337085,0.7624618844528561,28116.0,188.08425641430426,0.6954519286125503,0.9881917769241713,0.898180785827827,0.8034752832537394,0.008425295712551094,0.0021659827877258254,0.6455725307996769,0.9977426165923828
70,27836.0,629.843,241.09439924763115,147.33667102490548,1.6363502553066172,0.7915409667577397,28143.0,188.26018157658297,0.695865206739663,0.9890914259318481,0.8817634193155062,0.7808567190448026,0.00866124440464259,0.001986302837571287,0.6097372156774137,0.9977436485436818
71,27875.0,616.012,222.64628141180924,159.81937314708483,1.3931119677644062,0.6962314207148448,28270.0,188.3920176374059,0.7910718846666855,0.9860275910859568,0.9230949931110805,0.8461494009367879,0.007987310543921407,0.0025256230817851805,0.7159688087056852,0.997424715953915
72,27997.0,625.831,232.5541662528905,153.9486055074827,1.510596120609791,0.7495123910609738,28322.0,188.80383347260283,0.7071735286688557,0.9885248216933832,0.8982706665590674,0.8118703548285974,0.008306395908593438,0.0022260715751009873,0.6591334730495129,0.9956844673526523
73,28002.0,619.788,229.77336377194155,155.35766942115015,1.4789959493345783,0.7367783307191851,28301.0,188.82069201142662,0.714482547458665,0.9894350022967386,0.9160360987060014,0.8217692813116408,0.008205605448608726,0.0023082880583627013,0.6753047517074506,0.9987729923417128
74,28026.0,616.1309999999999,224.66237634404413,159.18333051764102,1.4113436099965668,0.7056659570825868,28333.0,188.9015920545607,0.7201850186303482,0.9891645784068048,0.9277369644780034,0.8408243299504676,0.008016212671949052,0.0024715538247557364,0.706985553836653,0.9977995437672437
75,28052.0,631.486,242.50005398121823,147.64269683596518,1.6424791688182314,0.7932963233627409,28392.0,188.98919468824346,0.7539644143417729,0.9880247957171034,0.8839877379059488,0.7793367118296839,0.00864466184162335,0.0019671084836130172,0.6073657104055037,0.9975855271955264
76,28113.0,612.787,222.71803658168625,161.19621844430873,1.3816579491201435,0.6900432476738128,28405.0,189.19456472409462,0.8110611043794357,0.9897201196972364,0.9408014322700365,0.8494802110681492,0.007922243680207955,0.00254472598532877,0.7216166289963875,0.9970273516701402
77,28122.0,625.434,232.02996770552653,155.04005295774346,1.4965808078559342,0.7439908726431895,28491.0,189.22484635227542,0.7195455824783153,0.9870485416447299,0.903427059382749,0.8155189962032151,0.008250834496320551,0.0022511994042156537,0.6650712331682997,0.9953328434167563
78,28209.0,615.1029999999998,223.58586712221793,160.958705526221,1.3890883776136895,0.6940813248152505,28488.0,189.51731930732402,0.7799867278659515,0.9902064026958719,0.9369186079773782,0.847626559525468,0.007926047258754934,0.0025237983142477704,0.7184707844129815,0.9980194162830635
79,28260.0,638.9889999999999,239.41931769711442,150.70093149065033,1.5887049623974507,0.7770462597655261,28747.0,189.68855931293191,0.6960248263632334,0.9830591018193203,0.8697516425193436,0.7922859405726981,0.008472021149933277,0.0020591813259219845,0.627717011629165,0.9972571313565527
80,28361.0,619.577,230.0013733999956,157.33320093187518,1.4618743662349152,0.7294320175092336,28686.0,190.02722628148302,0.7942477876106194,0.9886704315694067,0.9284121790586303,0.8262003981646079,0.008109776573463404,0.0023309354770758004,0.6826070979273566,0.9978858186700091
81,28443.0,633.0409999999999,239.45865519139883,151.6301450705681,1.579228556959803,0.7739713918105237,28840.0,190.301740325469,0.7627923192447973,0.9862343966712899,0.8919111389265447,0.7947164831998292,0.008418895868628444,0.0020714944965075366,0.6315742886695043,0.9974001525084556
82,28581.0,627.3679999999999,236.72316053016354,153.96002033346934,1.5375625439476661,0.7596089744890422,28927.0,190.76283555261932,0.7846749396002636,0.9880388564317074,0.9125203492015523,0.8058477891448738,0.008282535969006107,0.002154543011235594,0.649390659269681,0.9984787540825428
83,28612.0,618.909,229.7743407156399,158.67765287591368,1.4480573448822311,0.7232556468101251,28897.0,190.86626169641002,0.759200785416722,0.9901373845035817,0.9386517283112786,0.8306683030922889,0.008030698333413949,0.0023585420866993625,0.6900098297622227,0.9991738020281246
84,28628.0,626.577,231.0964605855163,158.5905524131483,1.4571893285514324,0.7273632767840721,28931.0,190.91962101019956,0.7053663824964274,0.9895268051570979,0.9163301460466333,0.8261468848396774,0.008072392782783159,0.002319589459443567,0.6825186753303032,0.9945589302283775
85,28692.0,628.3109999999999,224.05457276775152,163.97670767875948,1.3663804813467062,0.6814544033506824,29037.0,191.13290930015503,0.7614245528368982,0.9881186072941419,0.9133166184380427,0.8530640858567875,0.007808956251490015,0.002550934963693837,0.7277183345786765,0.9943401282864355
86,28754.0,618.817,222.80328945747155,164.9958869084646,1.3503566278659842,0.6720066497717493,29033.0,191.33930560476819,0.7790933969165741,0.9903902455826129,0.9435907185152367,0.8587813315982968,0.007748601566998385,0.002599761290891438,0.7375053755017437,0.9958952718955713
87,28771.0,635.01,233.35974829561883,157.2593398055723,1.4839166219579285,0.7388295843571998,29223.0,191.39585925922057,0.7352670585228724,0.9845327310679944,0.8966102347475613,0.8201751187045393,0.00811093630028914,0.0022640036046630203,0.672687225342005,0.9982117550637599
88,28810.0,620.4449999999999,223.55492784993208,164.52624725553008,1.3587797180028243,0.6770310376170259,29134.0,191.52553689735487,0.803491744756805,0.9888789730212123,0.9404734596965931,0.8567269741686129,0.007759629567856025,0.0025786388157328644,0.7339811082681069,0.9973186433119386
89,28843.0,628.281,226.84724620062352,162.60737610499368,1.39506123051977,0.6972640061613032,29170.0,191.63519558994452,0.7113297819867811,0.9887898525882757,0.918210894576917,0.8447763805801835,0.007864897763777122,0.002470813100470954,0.7136471331861551,0.9955814477795838
90,28856.0,616.7579999999999,219.70391444538984,167.59534845589326,1.3109189274618216,0.6466065524949903,29176.0,191.67837724396003,0.7588691650230112,0.9890320811625994,0.9532710639179421,0.8724395181024601,0.0076138035225044995,0.002720963681366857,0.7611507127468528,0.9978068759909052
91,28892.0,623.7710000000001,226.58336893212493,162.68603958978645,1.3927646742366824,0.6960468320620433,29215.0,191.79790647055643,0.7540453074433657,0.9889440355981516,0.9331191672044414,0.8464783067463844,0.007842425894092652,0.002483667857292687,0.7165255237922262,0.9979514377267481
92,28920.0,639.525,230.68908048210182,160.04922656704733,1.4413632944702939,0.7201796634183899,29296.0,191.89082217172583,0.7775238607339696,0.9871654833424358,0.8885729737574086,0.8318158006035913,0.007976800846545706,0.0023556847732554465,0.6919175261337936,0.9973045249699404
93,28993.0,629.0989999999999,226.7821849749967,163.39264975526407,1.387958303599825,0.6934728711391065,29335.0,192.13285539049946,0.7347812864311419,0.9883415715016193,0.9205874072772066,0.847213176871378,0.007821963404097427,0.0024858009504409944,0.7177701670644928,0.9962350634533965
94,29030.0,626.492,229.24534123601697,161.61858115242748,1.4184343136870419,0.7092046346368545,29318.0,192.25541340534932,0.7492579687701639,0.9901766832662529,0.9294495908700166,0.8386448002335407,0.00789684261922208,0.0024096029153134425,0.7033251009587554,0.9976204568773017
95,29060.0,638.5070000000001,242.13191083707224,153.21728564801364,1.5803171934093803,0.7743280679436959,29423.0,192.3547274438656,0.808614836663142,0.9876627128436937,0.8957238710630733,0.7944212176696482,0.00833213733093848,0.00204710218502965,0.6311050710837265,0.9973461946814622
96,29063.0,628.813,238.28851537157595,155.71101087716985,1.5303254023541473,0.7569646795154817,29336.0,192.36465602765503,0.6971550566110152,0.9906940278156531,0.9236496767470286,0.8072762370762627,0.00819903366381915,0.0021479843238801062,0.6516949229480103,0.9973052951725689
97,29070.0,637.119,241.94121460269392,153.07904389839013,1.5804986002087142,0.7743874157056327,29353.0,192.38782073055242,0.7768157768157768,0.9903587367560386,0.8999404701700807,0.795184156806371,0.008322711200643066,0.0020526526395116718,0.6323178432358593,0.9993774661212688
98,29112.0,632.794,242.3495215681824,154.10747815109258,1.5726006581625722,0.7717802426270065,29496.0,192.52675041752005,0.7857065745438843,0.9869812855980472,0.9136023359523284,0.7944177037021909,0.008324729375109316,0.0020452459553209393,0.631099487955462,0.9924674701248217
99,29166.0,634.38,238.47383082594735,156.0907294384688,1.5277898417404352,0.7560271251544791,29526.0,192.70522712616216,0.7956678306416411,0.9878073562284089,0.9107260734466585,0.8080770391398212,0.008176432518204326,0.0021505754647127276,0.6529885011849804,0.9976291988837253
100,29201.0,623.54,222.69714762067352,167.08641269095142,1.3328261947461975,0.6611141032863374,29495.0,192.82081823758418,0.77482951680951,0.9900322088489575,0.943797779090937,0.8658432328285652,0.007626353468054982,0.002643953183641464,0.7496845038350212,0.9991991445066223
101,29310.0,640.2860000000001,238.64037708054354,156.77265728512802,1.5222066220802764,0.7539419547789029,29686.0,193.18035887788287,0.7731877176321621,0.9873340968806845,0.8984163987908451,0.8095040799096732,0.00814194394679439,0.0021566716957124262,0.6552968553904066,0.9974972127036582
102,29372.0,635.7869999999999,233.88048829831118,161.02666676422996,1.4524332708243377,0.7252365414264291,29779.0,193.38456998416703,0.7475313040822559,0.9863326505255381,0.9131036868568757,0.8268520875392897,0.007962702175483834,0.0022958924710425334,0.6836843746680814,0.9930059325106534
103,29484.0,645.391,244.85481485617032,153.81068130247638,1.5919233487734905,0.7780753558698208,29846.0,193.7529218798301,0.6921126760563381,0.9878710715003686,0.8895092257588496,0.7912971692782195,0.008304667441872552,0.0020084473761178426,0.6261512101077231,0.99678473123326
